Year,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15687903,Okonkwo,501,France,Female,29,8,0.0,2,1,0,112664.24,0
2025,15777599,Esposito,746,Germany,Male,34,6,141806.0,2,1,1,183494.87,0
2025,15780432,Shen,728,France,Male,37,3,122689.51,2,0,0,106977.53,1
2025,15651272,Reyes,709,France,Male,38,5,0.0,2,1,1,81452.29,0
2025,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
2025,15805429,Murray,699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
2025,15589230,Wu,612,France,Female,63,2,126473.33,1,0,1,147545.65,0
2025,15718454,Ch'eng,712,Spain,Female,44,2,0.0,2,0,0,45738.94,0
2025,15790412,Norton,471,Spain,Male,26,8,0.0,2,1,1,179655.87,0
2025,15572728,Ross,704,Spain,Male,36,8,127397.34,1,1,0,151335.24,0
2025,15706729,Hsiao,662,France,Male,38,0,105271.56,1,0,1,179833.45,0
2025,15806284,Briggs,739,Spain,Male,31,1,0.0,2,1,1,58469.75,0
2025,15690958,Cantrell,767,Germany,Male,23,2,139542.82,1,0,1,28038.28,0
2025,15734005,Mazzi,633,France,Female,42,1,0.0,2,1,0,56865.62,0
2025,15592578,Nucci,614,Spain,Female,41,7,146997.64,2,0,0,137791.18,0
2025,15702631,Tang,567,France,Female,26,2,0.0,2,1,1,78651.55,0
2025,15717879,Chen,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
2025,15800295,Cruz,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0
2025,15684921,Onuchukwu,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0
2025,15731829,Simmons,616,France,Male,34,10,0.0,2,1,0,25662.27,0
2025,15732672,Stewart,743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0
2025,15764405,Williams,731,France,Male,29,10,0.0,2,1,1,162452.65,0
2025,15660679,Chimaobim,653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0
2025,15666856,Chikwendu,774,France,Male,49,1,142767.39,1,1,1,8214.41,0
2025,15687372,Padovesi,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
2025,15624641,Kharlamova,740,Spain,Male,43,9,0.0,1,1,0,199290.68,1
2025,15734610,Onio,543,France,Male,42,4,89838.71,3,1,0,85983.54,1
2025,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1
2025,15721462,Shubin,622,Spain,Female,58,2,0.0,2,1,1,33277.31,0
2025,15694349,Ngozichukwuka,714,Spain,Male,44,7,0.0,1,0,1,6923.11,0
2025,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
2025,15777772,Whittaker,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0
2025,15576156,Abazu,710,Spain,Female,28,6,0.0,1,1,0,48426.98,0
2025,15646756,Murphy,682,France,Female,33,8,74963.5,1,1,1,32770.56,0
2025,15727317,Brady,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1
2025,15649536,Wong,741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
2025,15655632,MacDonald,655,France,Male,27,2,131691.33,1,1,0,49480.66,0
2025,15612140,Milano,721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0
2025,15655298,Lewis,654,Spain,Female,54,5,0.0,2,0,1,47139.06,0
2025,15644796,Dyer,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1
2025,15579826,Young,439,France,Female,66,9,0.0,1,1,0,65535.56,0
2025,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,1
2025,15680767,Sabbatini,717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0
2025,15778526,Bradshaw,719,Spain,Female,48,5,0.0,2,0,0,78563.66,0
2025,15689201,Dobie,721,France,Female,49,1,120108.56,1,0,1,183421.76,0
2025,15614716,Okwudilichukwu,515,France,Female,37,0,196853.62,1,1,1,132770.11,0
2025,15590966,Lo,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0
2025,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0
2025,15633870,Ozioma,850,France,Female,36,10,0.0,2,1,1,100750.03,0
2025,15694644,Wood,455,Spain,Female,43,6,0.0,1,1,1,81250.79,0
2025,15813095,Nwebube,553,France,Male,37,2,0.0,2,1,0,33877.29,0
2025,15812594,Ross,791,France,Male,34,7,0.0,2,1,0,96734.46,0
2025,15626322,Lees,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0
2025,15723105,Feetham,756,France,Female,28,6,0.0,1,1,1,164394.65,0
2025,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
2025,15794849,Aitken,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
2025,15620000,Chambers,760,Germany,Male,34,6,121303.77,2,1,1,59325.21,0
2025,15613102,Ogochukwu,670,France,Female,31,2,57530.06,1,1,1,181893.31,1
2025,15691910,Lu,663,Spain,Male,30,4,0.0,3,1,0,101371.05,0
2025,15721779,Arnold,826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0
2025,15681075,Chukwualuka,682,France,Female,58,1,0.0,1,1,1,706.5,0
2025,15658589,Brady,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
2025,15625675,Clements,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
2025,15633866,Hsiung,753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
2025,15751022,Bowhay,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0
2025,15664737,Lei,779,Spain,Female,38,7,0.0,2,1,1,138542.87,0
2025,15781505,Giordano,685,France,Male,20,4,104719.94,2,1,0,38691.34,0
2025,15724719,Jones,550,France,Female,22,7,139096.85,1,1,0,129890.94,0
2025,15624695,Otitodilinna,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0
2025,15576641,Crawford,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0
2025,15684960,Yewen,559,France,Female,46,5,0.0,1,1,0,21006.1,1
2025,15591286,Simmons,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1
2025,15645184,Graham,701,France,Male,29,2,0.0,2,1,0,176943.59,0
2025,15702566,Lombardo,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
2025,15660840,Kalinin,723,France,Male,30,3,124119.54,1,1,0,162198.32,0
2025,15733842,Pirozzi,597,France,Female,24,1,103219.47,1,1,0,60420.07,0
2025,15684319,Baranova,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
2025,15700366,Burton,669,France,Male,39,3,119452.03,1,1,1,171575.54,0
2025,15804038,Quinn,740,France,Male,44,9,0.0,1,0,1,96528.0,1
2025,15743759,Brooks,619,France,Male,39,5,0.0,2,1,1,158444.61,0
2025,15749947,Black,665,France,Female,44,7,0.0,2,1,1,66548.58,0
2025,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1
2025,15627002,Taylor,728,France,Male,38,1,115934.74,1,1,1,139059.05,0
2025,15694852,Arcuri,575,France,Male,29,4,121823.4,2,1,1,50368.87,0
2025,15694129,Summers,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
2025,15803078,Bruno,635,Spain,Female,38,1,0.0,2,1,0,90605.05,0
2025,15575510,Milanesi,659,France,Female,32,2,155584.21,1,0,1,153662.88,0
2025,15602909,Dickson,604,Spain,Female,41,10,0.0,2,1,1,166224.39,0
2025,15801788,McDonald,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
2025,15683416,Russo,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1
2025,15792989,Bianchi,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
2025,15606177,Crawford,672,France,Male,39,2,0.0,2,1,0,87372.49,0
2025,15636700,Marsh,701,France,Male,39,9,140236.98,1,0,1,146651.99,0
2025,15652469,Nevels,699,France,Male,27,1,0.0,2,1,0,93003.21,0
2025,15584338,Winn,714,France,Female,40,0,0.0,2,1,0,62762.12,0
2025,15572956,Steen,683,France,Male,36,5,115350.63,1,1,1,122305.91,0
2025,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
2025,15591550,Bianchi,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
2025,15699830,Doherty,721,France,Female,40,7,0.0,2,1,1,122580.48,0
2025,15592230,Seleznyov,620,France,Male,41,3,0.0,2,1,1,137309.06,0
2025,15626212,Wark,616,France,Male,29,9,0.0,1,1,1,166984.44,0
2025,15813681,Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
2025,15654025,Jones,646,France,Female,51,4,101629.3,1,0,0,130541.1,0
2025,15589431,Pedder,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
2025,15578238,Calabrese,727,France,Male,47,7,0.0,2,1,0,193305.35,0
2025,15639217,McKenzie,806,France,Male,34,6,0.0,2,0,0,100809.99,0
2025,15688644,Holloway,603,France,Male,31,1,129743.75,1,1,0,109145.2,0
2025,15662426,Tang,649,Spain,Male,32,1,0.0,1,0,1,91167.19,1
2025,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
2025,15675749,Baranov,695,France,Female,23,1,0.0,2,1,1,141756.32,0
2025,15742848,Gratton,673,France,Male,41,5,0.0,1,1,1,65657.29,0
2025,15728564,Lo,682,France,Male,41,6,0.0,2,0,1,134158.09,1
2025,15688973,Vinogradova,598,Spain,Female,39,5,0.0,2,1,1,83103.46,0
2025,15709412,H?,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0
2025,15607753,Alexandrova,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0
2025,15768219,Sung,850,Spain,Male,36,0,0.0,2,1,0,141242.57,0
2025,15586425,Lo Duca,579,France,Male,28,4,0.0,2,1,1,176925.69,0
2025,15624072,Kiernan,669,Spain,Male,22,10,0.0,2,1,0,176163.74,0
2025,15573851,Macrossan,735,France,Female,38,1,0.0,3,0,0,92220.12,1
2025,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1
2025,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
2025,15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0
2025,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98,0
2025,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
2025,15588918,Mitchell,671,France,Female,42,6,0.0,2,1,0,197202.48,0
2025,15747014,Pisani,850,France,Female,28,1,105245.34,1,0,1,74780.13,0
2025,15809830,Belisario,630,France,Male,50,8,0.0,2,0,1,79377.45,0
2025,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0
2025,15749671,K?,794,France,Male,35,6,0.0,2,1,1,68730.91,0
2025,15797905,Walker,682,France,Female,48,7,0.0,2,1,0,65069.03,0
2025,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0
2025,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0
2025,15808283,Kelly,647,France,Female,33,4,0.0,1,1,0,152323.04,0
2025,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0
2025,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
2025,15590199,Temple,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0
2025,15779174,Young,451,France,Female,36,2,0.0,2,1,1,180142.42,0
2025,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
2025,15592028,Roberts,549,France,Female,46,7,0.0,1,1,1,109057.56,0
2025,15580227,Moss,803,France,Male,33,6,0.0,2,1,0,115676.61,0
2025,15750099,Marshall,731,France,Female,36,6,0.0,1,0,0,152128.36,0
2025,15738150,Chidozie,591,France,Male,45,5,0.0,2,1,1,155492.87,0
2025,15678571,Barber,723,France,Male,21,4,0.0,2,0,0,24847.02,0
2025,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
2025,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
2025,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
2025,15783882,Daly,771,Spain,Female,41,5,0.0,2,0,1,92914.67,0
2025,15722322,Green,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0
2025,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
2025,15601387,Yen,721,France,Male,35,10,0.0,2,1,0,71594.26,0
2025,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1
2025,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0
2025,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1
2025,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1
2025,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0
2025,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0
2025,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0
2025,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0
2025,15678725,Chamberlin,658,France,Female,29,8,0.0,2,0,1,130461.09,0
2025,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1
2025,15795878,Anayochukwu,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0
2025,15790067,Sun,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0
2025,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
2025,15664897,Bryant,682,France,Female,35,2,181166.44,1,1,1,63737.19,1
2025,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,0
2025,15633818,McMillan,786,France,Male,32,9,0.0,2,1,0,133112.41,0
2025,15639662,Phillips,710,France,Male,38,2,0.0,2,1,0,96.27,0
2025,15651450,Panicucci,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0
2025,15631436,Gleeson,564,France,Male,35,4,0.0,1,1,0,158937.55,0
2025,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0
2025,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0
2025,15701524,Ting,709,France,Male,36,0,0.0,2,1,0,46811.77,0
2025,15782879,Lang,656,France,Male,40,2,0.0,2,1,1,180553.48,0
2025,15726313,Napolitani,687,Spain,Female,50,5,0.0,2,1,0,110230.4,0
2025,15596972,Brownlow,534,France,Male,38,3,0.0,1,0,0,143938.27,0
2025,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0
2025,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,0
2025,15607509,Ozerova,539,France,Male,38,5,0.0,2,1,0,47388.41,0
2025,15670343,Li,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0
2025,15796957,Iadanza,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1
2025,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0
2025,15760521,Thompson,796,France,Female,50,1,94164.0,1,1,1,189414.74,0
2025,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
2025,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
2025,15780220,Pauley,656,France,Male,38,10,0.0,1,1,1,136521.82,0
2025,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0
2025,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0
2025,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0
2025,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0
2025,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0
2025,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0
2025,15626679,Linger,584,France,Male,33,3,0.0,2,0,1,59103.13,0
2025,15782096,Volkova,616,Spain,Female,36,6,0.0,1,1,1,12916.32,1
2025,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0
2025,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1
2025,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1
2025,15736769,Lucchesi,663,France,Female,27,9,0.0,2,1,0,150850.29,0
2025,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1
2025,15613945,Andrews,472,France,Female,26,5,0.0,2,1,0,108411.66,0
2025,15805104,Smith,743,France,Female,73,6,0.0,2,0,1,107867.38,0
2025,15757897,Binder,766,France,Female,26,3,104258.8,1,1,1,428.23,0
2025,15732265,Obialo,630,France,Male,33,9,0.0,2,1,0,64804.59,0
2025,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,1
2025,15676707,Sidorov,577,Spain,Female,39,4,0.0,2,1,0,91366.42,0
2025,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0
2025,15662662,Duigan,573,France,Female,30,6,0.0,2,1,0,66190.21,0
2025,15752694,Taylor,653,France,Female,32,4,83772.95,1,0,1,23920.65,0
2025,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0
2025,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
2025,15643439,Ferguson,537,France,Male,47,10,0.0,2,0,1,25482.62,0
2025,15628824,Burton,665,France,Female,37,5,160389.82,1,0,1,183542.08,0
2025,15784286,Wood,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0
2025,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
2025,15788686,Gibson,538,Spain,Male,40,8,0.0,2,1,1,25554.4,0
2025,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
2025,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
2025,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1
2025,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
2025,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1
2025,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
2025,15697948,Henderson,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0
2025,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
2025,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0
2025,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0
2025,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
2025,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0
2025,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
2025,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0
2025,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0
2025,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
2025,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0
2025,15640377,Goloubev,526,France,Female,36,0,0.0,2,1,0,97767.63,0
2025,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1
2025,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0
2025,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0
2025,15738063,Shen,631,France,Male,29,2,0.0,2,1,1,18581.84,0
2025,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1
2025,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
2025,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
2025,15674254,Kerr,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0
2025,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0
2025,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
2025,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
2025,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0
2025,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
2025,15711921,Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0
2025,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0
2025,15743570,Feng,481,France,Female,34,5,0.0,2,1,1,125253.46,0
2025,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1
2025,15803840,Forbes,729,France,Female,32,9,0.0,2,0,0,150803.44,0
2025,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0
2025,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1
2025,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0
2025,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
2025,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
2025,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0
2025,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
2025,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1
2025,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0
2025,15786469,Montalvo,686,France,Female,34,1,0.0,2,1,0,87278.48,0
2025,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
2025,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0
2025,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
2025,15712930,Duncan,587,France,Male,42,1,0.0,1,0,0,123006.91,0
2025,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
2025,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
2025,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0
2025,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1
2025,15812184,Rose,674,France,Female,31,1,0.0,1,1,0,128954.05,0
2025,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0
2025,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0
2025,15757559,Broadhurst,595,France,Female,53,7,0.0,2,1,0,41371.68,1
2025,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0
2025,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0
2025,15791030,Edwards,612,France,Female,33,0,64900.32,2,1,0,102426.12,0
2025,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0
2025,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0
2025,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
2025,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
2025,15590637,Ahmed,721,France,Male,41,7,0.0,2,0,1,61018.85,0
2025,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0
2025,15665629,Chiang,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0
2025,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1
2025,15600832,Moss,508,France,Female,43,9,0.0,1,1,0,103726.71,0
2025,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
2025,15758039,Ash,614,France,Male,44,6,0.0,2,0,1,104930.46,0
2025,15807163,Ku,537,France,Female,38,10,0.0,1,0,0,52337.97,1
2025,15631639,Uspensky,704,France,Female,40,6,95452.89,1,0,1,179964.55,0
2025,15713770,Shih,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
2025,15640667,Yu,662,France,Female,41,4,0.0,2,1,0,126551.48,0
2025,15679738,Brown,527,Spain,Female,35,8,0.0,1,1,0,98031.53,1
2025,15809227,Chukwudi,850,France,Male,35,2,0.0,2,1,1,56991.66,0
2025,15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,1
2025,15783865,Kulikova,622,France,Male,59,5,119380.37,1,1,1,60429.43,0
2025,15583033,Huguley,640,France,Female,20,4,0.0,2,0,1,78310.82,0
2025,15735688,Horsley,753,France,Female,31,6,106596.29,1,0,0,91305.77,0
2025,15783026,H?,701,France,Female,41,2,0.0,1,1,0,47856.78,0
2025,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,1,1,199727.72,0
2025,15783007,Parker,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1
2025,15654183,Aitken,738,France,Female,26,3,0.0,2,1,0,67484.16,0
2025,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0
2025,15738835,Slater,850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0
2025,15697045,Pisani,726,Spain,Female,35,9,0.0,2,0,1,100556.98,0
2025,15612139,Fu,786,France,Female,33,0,83036.05,1,0,1,154990.58,1
2025,15568834,Howells,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0
2025,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0
2025,15673439,Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1
2025,15743153,Singh,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0
2025,15601045,Angelo,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0
2025,15764021,Frolov,617,France,Male,34,1,61687.33,2,1,0,105965.25,0
2025,15687218,West,674,France,Female,27,4,79144.34,1,0,1,50743.83,0
2025,15700964,Pollard,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0
2025,15735358,Dowse,682,Spain,Male,46,4,0.0,1,1,1,4654.28,0
2025,15685872,Godfrey,727,France,Female,29,1,146652.01,1,1,1,173486.39,0
2025,15734588,Manning,684,France,Male,46,0,0.0,2,1,1,36376.97,0
2025,15790247,Sims,536,Spain,Male,40,9,0.0,2,1,1,11959.03,0
2025,15625905,Griffen,592,Spain,Male,41,0,0.0,2,1,0,65906.07,0
2025,15752857,Palerma,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0
2025,15627854,Mai,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0
2025,15635256,Arcuri,762,France,Male,31,7,117687.35,1,1,1,159344.43,0
2025,15781451,Buccho,504,France,Male,42,3,134936.97,2,0,0,135178.91,0
2025,15730657,Ibekwe,548,France,Female,41,4,82596.8,1,0,1,55672.09,0
2025,15636820,Loggia,725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0
2025,15711316,Ch'ang,771,France,Male,27,2,0.0,2,1,1,199527.34,0
2025,15738785,Kang,545,France,Male,26,7,0.0,2,0,1,156598.23,0
2025,15742126,Chiu,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0
2025,15615050,Savage,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1
2025,15743498,Winter,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1
2025,15665802,Li Fonti,642,Spain,Female,36,6,0.0,2,1,1,97938.59,0
2025,15626044,Lettiere,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0
2025,15604813,Zaytseva,494,France,Male,40,7,0.0,2,0,1,158071.69,0
2025,15611644,Onyemauchechukwu,627,France,Male,73,0,146329.73,1,0,1,43615.67,0
2025,15577313,Lionel,619,France,Male,44,3,116967.68,1,1,0,5075.17,1
